branch,x,cp_min,cp_max,u_model
pressure,0.817332685877193,0.33800849913351827,0.35531281798118214,0.008652159423831934
pressure,0.8198172617932331,0.3389747973515371,0.3562376843253993,0.008631443486931095
pressure,0.8223018377092732,0.339941095569556,0.3571625506696165,0.008610727550030256
pressure,0.8247864136253132,0.34090739378757473,0.3580874170138337,0.008590011613129472
pressure,0.8272709895413534,0.34191733077432734,0.3589500598845734,0.00851636455512303
pressure,0.8297555654573935,0.3429938169864709,0.35971781181129187,0.008361997412410477
pressure,0.8322401413734336,0.34407030319861454,0.3604855637380104,0.008207630269697924
pressure,0.8347247172894737,0.34514678941075816,0.3612533156647289,0.008053263126985372
pressure,0.8372092932055137,0.3462232756229017,0.36202106759144737,0.007898895984272819
pressure,0.8396938691215539,0.34729976183504535,0.3627888195181659,0.0077445288415602664
pressure,0.842178445037594,0.348376248047189,0.36355657144488435,0.007590161698847686
pressure,0.8446630209536341,0.3495745154047927,0.36388032270051146,0.007152903647859393
pressure,0.8471475968696742,0.35083493514092545,0.36399978585284976,0.0065824253559621515
pressure,0.8496321727857143,0.3520953548770583,0.3641302152690681,0.006017430196004897
pressure,0.8521167487017544,0.353355774613191,0.3642606446852864,0.005452435036047698
pressure,0.8546013246177945,0.35461619434932384,0.3649844699026788,0.005184137776677478
pressure,0.8570859005338346,0.3558766140854566,0.36634726329959627,0.0052353246070698245
pressure,0.8595704764498747,0.3571370338215894,0.3677100566965137,0.005286511437462144
pressure,0.8620550523659148,0.3564966905118027,0.3672477803637582,0.005375544925977749
